host,cellular root,domain,clade,kingdom,phylum,subphylum,superclass,class,superorder,order,suborder,family,genus,species,subspecies,infraorder,parvorder,superfamily,subfamily,infraclass,species group,subclass,cohort,tribe,subgenus,subtribe,subcohort
health cat,cellular organisms,Eukaryota,Boreoeutheria,Metazoa,Chordata,Craniata,Sarcopterygii,Mammalia,Laurasiatheria,Carnivora,Feliformia,Felidae,Felis,Felis catus,,,,,Felinae,,,,,,,,
stool,,,,,,,,,,,,,,,,,,,,,,,,,,,
Culex sp. (mosquito),,,,,,,,,,,,,,,,,,,,,,,,,,,
Mus_musculus,cellular organisms,Eukaryota,Muroidea,Metazoa,Chordata,Craniata,Sarcopterygii,Mammalia,Euarchontoglires,Rodentia,Myomorpha,Muridae,Mus,Mus musculus,,,,,Murinae,,,,,,Mus,,
Malacorhynchus membranaceus,cellular organisms,Eukaryota,Coelurosauria,Metazoa,Chordata,Craniata,Sarcopterygii,Aves,Galloanserae,Anseriformes,,Anatidae,Malacorhynchus,Malacorhynchus membranaceus,,,,,Tadorninae,Neognathae,,,,,,,
Calidris ruficollis,cellular organisms,Eukaryota,Neoaves,Metazoa,Chordata,Craniata,Sarcopterygii,Aves,,Charadriiformes,,Scolopacidae,Calidris,Calidris ruficollis,,,,,,Neognathae,,,,,,,
Homo sapiens; sex: F; age: 9 months,,,,,,,,,,,,,,,,,,,,,,,,,,,
Homo sapiens; sex: F; age: 23 Y,,,,,,,,,,,,,,,,,,,,,,,,,,,
Homo sapiens; sex: M; age: 20 Y,,,,,,,,,,,,,,,,,,,,,,,,,,,
Homo sapiens; sex: F; age: 26 Y,,,,,,,,,,,,,,,,,,,,,,,,,,,
Homo sapiens; sex: F; age: 28 Y,,,,,,,,,,,,,,,,,,,,,,,,,,,
Homo sapiens; sex: F; age: 47 Y,,,,,,,,,,,,,,,,,,,,,,,,,,,
Homo sapiens; sex: F; age: 35 Y,,,,,,,,,,,,,,,,,,,,,,,,,,,
Homo sapiens; sex: F; age: 15 Y,,,,,,,,,,,,,,,,,,,,,,,,,,,
Homo sapiens; sex: F; age: 21 Y,,,,,,,,,,,,,,,,,,,,,,,,,,,
Homo sapiens; sex: M; age: 28 Y,,,,,,,,,,,,,,,,,,,,,,,,,,,
Homo sapiens; sex: M; age: 21 Y,,,,,,,,,,,,,,,,,,,,,,,,,,,
Homo sapiens; sex: M; age: 30 Y,,,,,,,,,,,,,,,,,,,,,,,,,,,
Homo sapiens; sex: F; age: 24 Y,,,,,,,,,,,,,,,,,,,,,,,,,,,
Steer,,,,,,,,,,,,,,,,,,,,,,,,,,,
Taphozous perforatus,cellular organisms,Eukaryota,Boreoeutheria,Metazoa,Chordata,Craniata,Sarcopterygii,Mammalia,Laurasiatheria,Chiroptera,Yangochiroptera,Emballonuridae,Taphozous,Taphozous perforatus,,,,,Taphozoinae,,,,,,,,
Homo sapiens; sex: M; age: 19 Y,,,,,,,,,,,,,,,,,,,,,,,,,,,
gosling,,,,,,,,,,,,,,,,,,,,,,,,,,,
Passeriformes,cellular organisms,Eukaryota,Australaves,Metazoa,Chordata,Craniata,Sarcopterygii,Aves,,Passeriformes,,,,,,,,,,Neognathae,,,,,,,
Miniopterus schreibersi,cellular organisms,Eukaryota,Boreoeutheria,Metazoa,Chordata,Craniata,Sarcopterygii,Mammalia,Laurasiatheria,Chiroptera,Yangochiroptera,Miniopteridae,Miniopterus,Miniopterus schreibersii,,,,,,,,,,,,,
Scotomannes kuhlii,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hipposideros turpis,cellular organisms,Eukaryota,Boreoeutheria,Metazoa,Chordata,Craniata,Sarcopterygii,Mammalia,Laurasiatheria,Chiroptera,Yinpterochiroptera,Hipposideridae,Hipposideros,Hipposideros turpis,,,,Rhinolophoidea,,,,,,,,,
Coracias garrulus (European roller),cellular organisms,Eukaryota,Coraciimorphae,Metazoa,Chordata,Craniata,Sarcopterygii,Aves,,Coraciiformes,,Coraciidae,Coracias,Coracias garrulus,,,,,,Neognathae,,,,,,,
Homo sapiens; female,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mus musculus; CD1 Nude,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canine lupus familaris,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sarcophilus harrisii,cellular organisms,Eukaryota,Metatheria,Metazoa,Chordata,Craniata,Sarcopterygii,Mammalia,,Dasyuromorphia,,Dasyuridae,Sarcophilus,Sarcophilus harrisii,,,,,,,,,,,,,
Homo sapiens; sex:F; age:63,,,,,,,,,,,,,,,,,,,,,,,,,,,
Homo sapiens; sex:F; age:1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Homo sapiens; sex:F; age:27,,,,,,,,,,,,,,,,,,,,,,,,,,,
Homo sapiens; sex: M; age:63,,,,,,,,,,,,,,,,,,,,,,,,,,,
yak,cellular organisms,Eukaryota,Boreoeutheria,Metazoa,Chordata,Craniata,Sarcopterygii,Mammalia,Laurasiatheria,Artiodactyla,Ruminantia,Bovidae,Bos,Bos grunniens,,Pecora,,,Bovinae,,,,,,,,
Homo sapiens; sex: M; age: 11 months,,,,,,,,,,,,,,,,,,,,,,,,,,,
Homo sapiens; sex: M; age: 5 months,,,,,,,,,,,,,,,,,,,,,,,,,,,
Homo sapiens; sex: M; age: 2 months,,,,,,,,,,,,,,,,,,,,,,,,,,,
Homo sapiens; sex: F; age: 13 months,,,,,,,,,,,,,,,,,,,,,,,,,,,
Homo sapiens; sex: F; age: 8 months,,,,,,,,,,,,,,,,,,,,,,,,,,,
Homo sapiens; sex: M; age: 1 months,,,,,,,,,,,,,,,,,,,,,,,,,,,
Homo sapiens; sex: M; age: 13 months,,,,,,,,,,,,,,,,,,,,,,,,,,,
Homo sapiens; sex: M; age: 10 months,,,,,,,,,,,,,,,,,,,,,,,,,,,
Homo sapiens; sex: F; age: 6 months,,,,,,,,,,,,,,,,,,,,,,,,,,,
Homo sapiens; sex: F; age: 31 months,,,,,,,,,,,,,,,,,,,,,,,,,,,
Homo sapiens; sex: F; age: 14 months,,,,,,,,,,,,,,,,,,,,,,,,,,,
Homo sapiens; sex: F; age: 1 Y,,,,,,,,,,,,,,,,,,,,,,,,,,,
Homo sapiens; sex: M; age: 7 months,,,,,,,,,,,,,,,,,,,,,,,,,,,
Homo sapiens; sex: F; age: 2 months,,,,,,,,,,,,,,,,,,,,,,,,,,,
Homo sapiens; sex: M; age: 17 months,,,,,,,,,,,,,,,,,,,,,,,,,,,
Homo sapiens; sex: F; age: 5 months,,,,,,,,,,,,,,,,,,,,,,,,,,,
Homo sapiens; sex: F; age: 1 months,,,,,,,,,,,,,,,,,,,,,,,,,,,
Homo sapiens; age: 3 Y,,,,,,,,,,,,,,,,,,,,,,,,,,,
Homo sapiens; age: 4 M,,,,,,,,,,,,,,,,,,,,,,,,,,,
Homo sapiens; age: 8 M,,,,,,,,,,,,,,,,,,,,,,,,,,,
Homo sapiens; age: 2 Y,,,,,,,,,,,,,,,,,,,,,,,,,,,
Homo sapiens; age: 9 M,,,,,,,,,,,,,,,,,,,,,,,,,,,
Homo sapiens; sex: F; age: 4 M,,,,,,,,,,,,,,,,,,,,,,,,,,,
Homo sapiens; sex: F; age: 11 Y,,,,,,,,,,,,,,,,,,,,,,,,,,,
Homo sapiens; sex: M; age: 8 Y,,,,,,,,,,,,,,,,,,,,,,,,,,,
Homo sapiens; sex: M; age: 3 Y,,,,,,,,,,,,,,,,,,,,,,,,,,,
Homo sapiens; age: 79 Y,,,,,,,,,,,,,,,,,,,,,,,,,,,
Homo sapiens; sex: F; age: 14 M,,,,,,,,,,,,,,,,,,,,,,,,,,,
Homo sapiens; sex: M; age: 8 M,,,,,,,,,,,,,,,,,,,,,,,,,,,
Homo sapiens; sex: F; age: 3 Y,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hybomys univittatus,cellular organisms,Eukaryota,Muroidea,Metazoa,Chordata,Craniata,Sarcopterygii,Mammalia,Euarchontoglires,Rodentia,Myomorpha,Muridae,Hybomys,Hybomys univittatus,,,,,Murinae,,,,,,,,
Pheasant,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hyporhamphus australis,cellular organisms,Eukaryota,Ovalentaria,Metazoa,Chordata,Craniata,Actinopterygii,Actinopteri,Atherinomorphae,Beloniformes,Belonoidei,Hemiramphidae,Hyporhamphus,Hyporhamphus australis,,,,,,Teleostei,,Neopterygii,Euteleosteomorpha,,,,
Scorpaena jacksoniensis,cellular organisms,Eukaryota,Eupercaria,Metazoa,Chordata,Craniata,Actinopterygii,Actinopteri,,Perciformes,Scorpaenoidei,Scorpaenidae,Scorpaena,Scorpaena jacksoniensis,,,,,Scorpaeninae,Teleostei,,Neopterygii,Euteleosteomorpha,,,,
Pseudorhombus arsius,cellular organisms,Eukaryota,Carangaria,Metazoa,Chordata,Craniata,Actinopterygii,Actinopteri,,Pleuronectiformes,Pleuronectoidei,Paralichthyidae,Pseudorhombus,Pseudorhombus arsius,,,,,,Teleostei,,Neopterygii,Euteleosteomorpha,,,,
Lingxian White Goose,cellular organisms,Eukaryota,Coelurosauria,Metazoa,Chordata,Craniata,Sarcopterygii,Aves,Galloanserae,Anseriformes,,Anatidae,Anser,Anser sp.,,,,,Anserinae,Neognathae,,,,,,,
Homo sapiens; sex: F; age: 17 Y,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tscherskia triton,cellular organisms,Eukaryota,Muroidea,Metazoa,Chordata,Craniata,Sarcopterygii,Mammalia,Euarchontoglires,Rodentia,Myomorpha,Cricetidae,Tscherskia,Tscherskia triton,,,,,Cricetinae,,,,,,,,
Sorex araneus,cellular organisms,Eukaryota,Boreoeutheria,Metazoa,Chordata,Craniata,Sarcopterygii,Mammalia,Laurasiatheria,Eulipotyphla,,Soricidae,Sorex,Sorex araneus,,,,,Soricinae,,,,,,,,
Bandicota indica,cellular organisms,Eukaryota,Muroidea,Metazoa,Chordata,Craniata,Sarcopterygii,Mammalia,Euarchontoglires,Rodentia,Myomorpha,Muridae,Bandicota,Bandicota indica,,,,,Murinae,,,,,,,,
Microtus fortis,cellular organisms,Eukaryota,Muroidea,Metazoa,Chordata,Craniata,Sarcopterygii,Mammalia,Euarchontoglires,Rodentia,Myomorpha,Cricetidae,Alexandromys,Alexandromys fortis,,,,,Arvicolinae,,,,,,,,
Neodon clarkei,cellular organisms,Eukaryota,Muroidea,Metazoa,Chordata,Craniata,Sarcopterygii,Mammalia,Euarchontoglires,Rodentia,Myomorpha,Cricetidae,Neodon,Neodon clarkei,,,,,Arvicolinae,,,,,,,,
Apodemus peninsulae,cellular organisms,Eukaryota,Muroidea,Metazoa,Chordata,Craniata,Sarcopterygii,Mammalia,Euarchontoglires,Rodentia,Myomorpha,Muridae,Apodemus,Apodemus peninsulae,,,,,Murinae,,,,,,,,
Myodes rufocanus,cellular organisms,Eukaryota,Muroidea,Metazoa,Chordata,Craniata,Sarcopterygii,Mammalia,Euarchontoglires,Rodentia,Myomorpha,Cricetidae,Myodes,Myodes rufocanus,,,,,Arvicolinae,,,,,,,,
Cricetulus barabensis,cellular organisms,Eukaryota,Muroidea,Metazoa,Chordata,Craniata,Sarcopterygii,Mammalia,Euarchontoglires,Rodentia,Myomorpha,Cricetidae,Cricetulus,Cricetulus barabensis,,,,,Cricetinae,,,,,,,,
Rattus tanezumi sladeni,cellular organisms,Eukaryota,Muroidea,Metazoa,Chordata,Craniata,Sarcopterygii,Mammalia,Euarchontoglires,Rodentia,Myomorpha,Muridae,Rattus,Rattus tanezumi,Rattus tanezumi sladeni,,,,Murinae,,,,,,,,
Eothenomys custos,cellular organisms,Eukaryota,Muroidea,Metazoa,Chordata,Craniata,Sarcopterygii,Mammalia,Euarchontoglires,Rodentia,Myomorpha,Cricetidae,Anteliomys,Anteliomys custos,,,,,,,,,,,,,
Lasiopodomys gregalis,cellular organisms,Eukaryota,Muroidea,Metazoa,Chordata,Craniata,Sarcopterygii,Mammalia,Euarchontoglires,Rodentia,Myomorpha,Cricetidae,Stenocranius,Stenocranius gregalis,,,,,,,,,,,,,
Meriones meridianus,cellular organisms,Eukaryota,Muroidea,Metazoa,Chordata,Craniata,Sarcopterygii,Mammalia,Euarchontoglires,Rodentia,Myomorpha,Muridae,Meriones,Meriones meridianus,,,,,Gerbillinae,,,,,,,,
Homo sapiens; sex: F; age: 64 Y,,,,,,,,,,,,,,,,,,,,,,,,,,,
Homo sapiens; sex: F; age: 20 Y,,,,,,,,,,,,,,,,,,,,,,,,,,,
calf (bovine),,,,,,,,,,,,,,,,,,,,,,,,,,,
Homo sapiens; sex: M; age: 22 months,,,,,,,,,,,,,,,,,,,,,,,,,,,
Red-necked Avocet,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sylvirana guentheri,cellular organisms,Eukaryota,Tetrapoda,Metazoa,Chordata,Craniata,Sarcopterygii,Amphibia,Batrachia,Anura,Neobatrachia,Ranidae,Sylvirana,Sylvirana guentheri,,,,Ranoidea,,,,,,,,,
Myrrophis chinensis,cellular organisms,Eukaryota,Toxicofera,Metazoa,Chordata,Craniata,Sarcopterygii,Lepidosauria,,Squamata,,Homalopsidae,Myrrophis,Myrrophis chinensis,,Serpentes,,Colubroidea,,,,,,,,,
Pleuronichthys japonicus,cellular organisms,Eukaryota,Carangaria,Metazoa,Chordata,Craniata,Actinopterygii,Actinopteri,,Pleuronectiformes,Pleuronectoidei,Pleuronectidae,Pleuronichthys,Pleuronichthys japonicus,,,,,,Teleostei,,Neopterygii,Euteleosteomorpha,,,,
Coelorinchus multispinulosus,cellular organisms,Eukaryota,Gadariae,Metazoa,Chordata,Craniata,Actinopterygii,Actinopteri,,Gadiformes,Macrouroidei,Macrouridae,Coelorinchus,Coelorinchus multispinulosus,,,,,Macrourinae,Teleostei,,Neopterygii,Euteleosteomorpha,,,,
Scoliodon macrorhynchos,cellular organisms,Eukaryota,Galeomorphii,Metazoa,Chordata,Craniata,,Chondrichthyes,Galeoidea,Carcharhiniformes,,Carcharhinidae,Scoliodon,Scoliodon macrorhynchos,,,,,,Selachii,,Elasmobranchii,,,,,
Lethenteron camtschaticum,cellular organisms,Eukaryota,Cyclostomata,Metazoa,Chordata,Craniata,,Hyperoartia,,Petromyzontiformes,,Petromyzontidae,Lethenteron,Lethenteron camtschaticum,,,,,,,,,,,,,
Chimaera sp.,cellular organisms,Eukaryota,Gnathostomata,Metazoa,Chordata,Craniata,,Chondrichthyes,,Chimaeriformes,,Chimaeridae,Chimaera,Chimaera sp.,,,,,,,,Holocephali,,,,,
Polypedates megacephalus,cellular organisms,Eukaryota,Tetrapoda,Metazoa,Chordata,Craniata,Sarcopterygii,Amphibia,Batrachia,Anura,Neobatrachia,Rhacophoridae,Polypedates,Polypedates megacephalus,,,,Ranoidea,Rhacophorinae,,,,,,,,
Echelus uropterus,cellular organisms,Eukaryota,Elopomorpha,Metazoa,Chordata,Craniata,Actinopterygii,Actinopteri,,Anguilliformes,,Ophichthidae,Echelus,Echelus uropterus,,,,,Ophichthinae,Teleostei,,Neopterygii,,,,,
Sardinella lemuru,cellular organisms,Eukaryota,Clupeocephala,Metazoa,Chordata,Craniata,Actinopterygii,Actinopteri,,Clupeiformes,Clupeoidei,Clupeidae,Sardinella,Sardinella lemuru,,,,,Clupeinae,Teleostei,,Neopterygii,Otomorpha,,,,Clupei
Gonorynchus abbreviatus,cellular organisms,Eukaryota,Anotophysi,Metazoa,Chordata,Craniata,Actinopterygii,Actinopteri,,Gonorynchiformes,Gonorynchoidei,Gonorynchidae,Gonorynchus,Gonorynchus abbreviatus,,,,,,Teleostei,,Neopterygii,Otomorpha,,,,Ostariophysi
Tropidophorus sinicus,cellular organisms,Eukaryota,Unidentata,Metazoa,Chordata,Craniata,Sarcopterygii,Lepidosauria,,Squamata,,Scincidae,Tropidophorus,Tropidophorus sinicus,,Scinciformata,,,Sphenomorphinae,,,,,,,,
Hemidactylus bowringii,cellular organisms,Eukaryota,Bifurcata,Metazoa,Chordata,Craniata,Sarcopterygii,Lepidosauria,,Squamata,,Gekkonidae,Hemidactylus,Hemidactylus bowringii,,Gekkota,,,Gekkoninae,,,,,,,,
Gekko similignum,cellular organisms,Eukaryota,Bifurcata,Metazoa,Chordata,Craniata,Sarcopterygii,Lepidosauria,,Squamata,,Gekkonidae,Gekko,Gekko similignum,,Gekkota,,,Gekkoninae,,,,,,,,
Cynops orientalis,cellular organisms,Eukaryota,Tetrapoda,Metazoa,Chordata,Craniata,Sarcopterygii,Amphibia,Batrachia,Caudata,,Salamandridae,Hypselotriton,Hypselotriton orientalis,,,,Salamandroidea,Pleurodelinae,,,,,,,,
Microhyla pulchra,cellular organisms,Eukaryota,Tetrapoda,Metazoa,Chordata,Craniata,Sarcopterygii,Amphibia,Batrachia,Anura,Neobatrachia,Microhylidae,Microhyla,Microhyla pulchra,,,,Microhyloidea,Microhylinae,,,,,,,,
Teratoscincus roborowskii,cellular organisms,Eukaryota,Bifurcata,Metazoa,Chordata,Craniata,Sarcopterygii,Lepidosauria,,Squamata,,Sphaerodactylidae,Teratoscincus,Teratoscincus roborowskii,,Gekkota,,,,,,,,,,,
Leptobrachium hainanense,cellular organisms,Eukaryota,Tetrapoda,Metazoa,Chordata,Craniata,Sarcopterygii,Amphibia,Batrachia,Anura,,Megophryidae,Leptobrachium,Leptobrachium hainanense,,,,Pelobatoidea,,,,,,,,,
Hime japonica,cellular organisms,Eukaryota,Aulopa,Metazoa,Chordata,Craniata,Actinopterygii,Actinopteri,,Aulopiformes,Aulopoidei,Aulopidae,Hime,Hime japonica,,,,,,Teleostei,,Neopterygii,Euteleosteomorpha,,,,
Macroramphosus scolopax,cellular organisms,Eukaryota,Syngnathiaria,Metazoa,Chordata,Craniata,Actinopterygii,Actinopteri,,Syngnathiformes,,Centriscidae,Macroramphosus,Macroramphosus scolopax,,,,,Macroramphosinae,Teleostei,,Neopterygii,Euteleosteomorpha,,,,
Hyporhamphus sajori,cellular organisms,Eukaryota,Ovalentaria,Metazoa,Chordata,Craniata,Actinopterygii,Actinopteri,Atherinomorphae,Beloniformes,Belonoidei,Hemiramphidae,Hyporhamphus,Hyporhamphus sajori,,,,,,Teleostei,,Neopterygii,Euteleosteomorpha,,,,
Hemitriakis japanica,cellular organisms,Eukaryota,Galeomorphii,Metazoa,Chordata,Craniata,,Chondrichthyes,Galeoidea,Carcharhiniformes,,Triakidae,Hemitriakis,Hemitriakis japanica,,,,,,Selachii,,Elasmobranchii,,,,,
Calotes versicolor,cellular organisms,Eukaryota,Acrodonta,Metazoa,Chordata,Craniata,Sarcopterygii,Lepidosauria,,Squamata,Iguania,Agamidae,Calotes,Calotes versicolor,,,,,Draconinae,,,,,,,,
Minous monodactylus,cellular organisms,Eukaryota,Eupercaria,Metazoa,Chordata,Craniata,Actinopterygii,Actinopteri,,Perciformes,Scorpaenoidei,Synanceiidae,Minous,Minous monodactylus,,,,,Minoinae,Teleostei,,Neopterygii,Euteleosteomorpha,,,,
Parapercis lutevittata,cellular organisms,Eukaryota,Eupercaria,Metazoa,Chordata,Craniata,Actinopterygii,Actinopteri,,Uranoscopiformes,,Pinguipedidae,Parapercis,Parapercis lutevittata,,,,,,Teleostei,,Neopterygii,Euteleosteomorpha,,,,
Arnoglossus sp.,cellular organisms,Eukaryota,Carangaria,Metazoa,Chordata,Craniata,Actinopterygii,Actinopteri,,Pleuronectiformes,Pleuronectoidei,Bothidae,Arnoglossus,Arnoglossus sp.,,,,,,Teleostei,,Neopterygii,Euteleosteomorpha,,,,
Crossorhombus sp.,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plagiopsetta sp.,cellular organisms,Eukaryota,Carangaria,Metazoa,Chordata,Craniata,Actinopterygii,Actinopteri,,Pleuronectiformes,Pleuronectoidei,Samaridae,Plagiopsetta,Plagiopsetta sp.,,,,,,Teleostei,,Neopterygii,Euteleosteomorpha,,,,
Pachytriton brevipes,cellular organisms,Eukaryota,Tetrapoda,Metazoa,Chordata,Craniata,Sarcopterygii,Amphibia,Batrachia,Caudata,,Salamandridae,Pachytriton,Pachytriton brevipes,,,,Salamandroidea,Pleurodelinae,,,,,,,,
Hyla simplex,cellular organisms,Eukaryota,Tetrapoda,Metazoa,Chordata,Craniata,Sarcopterygii,Amphibia,Batrachia,Anura,Neobatrachia,Hylidae,Hyla,Hyla simplex,,,,Hyloidea,Hylinae,,,,,Hylini,,,
Duttaphrynus melanostictus,cellular organisms,Eukaryota,Tetrapoda,Metazoa,Chordata,Craniata,Sarcopterygii,Amphibia,Batrachia,Anura,Neobatrachia,Bufonidae,Duttaphrynus,Duttaphrynus melanostictus,,,,Hyloidea,,,,,,,,,
Pterygotrigla hemisticta,cellular organisms,Eukaryota,Eupercaria,Metazoa,Chordata,Craniata,Actinopterygii,Actinopteri,,Perciformes,Triglioidei,Triglidae,Pterygotrigla,Pterygotrigla hemisticta,,,,,,Teleostei,,Neopterygii,Euteleosteomorpha,,,,
Lepidotrigla sp.,cellular organisms,Eukaryota,Eupercaria,Metazoa,Chordata,Craniata,Actinopterygii,Actinopteri,,Perciformes,Triglioidei,Triglidae,Lepidotrigla,Lepidotrigla sp.,,,,,,Teleostei,,Neopterygii,Euteleosteomorpha,,,,
Cynoglossus sp.,cellular organisms,Eukaryota,Carangaria,Metazoa,Chordata,Craniata,Actinopterygii,Actinopteri,,Pleuronectiformes,Pleuronectoidei,Cynoglossidae,Cynoglossus,Cynoglossus sp.,,,,,Cynoglossinae,Teleostei,,Neopterygii,Euteleosteomorpha,,,,
Dasyatis akajei,cellular organisms,Eukaryota,Gnathostomata,Metazoa,Chordata,Craniata,,Chondrichthyes,Batoidea,Myliobatiformes,,Dasyatidae,Hemitrygon,Hemitrygon akajei,,,,Dasyatoidea,,,,Elasmobranchii,,,,,
Cephalopholis spiloparaea,cellular organisms,Eukaryota,Eupercaria,Metazoa,Chordata,Craniata,Actinopterygii,Actinopteri,,Perciformes,Serranoidei,Serranidae,Cephalopholis,Cephalopholis spiloparaea,,,,,Epinephelinae,Teleostei,,Neopterygii,Euteleosteomorpha,Epinephelini,,,
Banjos banjos,cellular organisms,Eukaryota,Eupercaria,Metazoa,Chordata,Craniata,Actinopterygii,Actinopteri,,Acropomatiformes,,Banjosidae,Banjos,Banjos banjos,,,,,,Teleostei,,Neopterygii,Euteleosteomorpha,,,,
domestic cat,cellular organisms,Eukaryota,Boreoeutheria,Metazoa,Chordata,Craniata,Sarcopterygii,Mammalia,Laurasiatheria,Carnivora,Feliformia,Felidae,Felis,Felis catus,,,,,Felinae,,,,,,,,
Myotis petax,cellular organisms,Eukaryota,Boreoeutheria,Metazoa,Chordata,Craniata,Sarcopterygii,Mammalia,Laurasiatheria,Chiroptera,Yangochiroptera,Vespertilionidae,Myotis,Myotis petax,,,,,,,,,,,,,
Homo sapiens; sex: M; age: 8 months,,,,,,,,,,,,,,,,,,,,,,,,,,,
mink,cellular organisms,Eukaryota,Boreoeutheria,Metazoa,Chordata,Craniata,Sarcopterygii,Mammalia,Laurasiatheria,Carnivora,Caniformia,Mustelidae,Neogale,Neogale vison,,,,Musteloidea,Mustelinae,,,,,,,,
Budorcas taxicolor tibetana,cellular organisms,Eukaryota,Boreoeutheria,Metazoa,Chordata,Craniata,Sarcopterygii,Mammalia,Laurasiatheria,Artiodactyla,Ruminantia,Bovidae,Budorcas,Budorcas tibetana,,Pecora,,,Caprinae,,,,,,,,
Bat,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hortobagy goose,cellular organisms,Eukaryota,Coelurosauria,Metazoa,Chordata,Craniata,Sarcopterygii,Aves,Galloanserae,Anseriformes,,Anatidae,Anser,Anser sp.,,,,,Anserinae,Neognathae,,,,,,,
Marmota himalayana,cellular organisms,Eukaryota,Glires,Metazoa,Chordata,Craniata,Sarcopterygii,Mammalia,Euarchontoglires,Rodentia,Sciuromorpha,Sciuridae,Marmota,Marmota himalayana,,,,,Xerinae,,,,,Marmotini,,,
Sus scrofa (swine),cellular organisms,Eukaryota,Boreoeutheria,Metazoa,Chordata,Craniata,Sarcopterygii,Mammalia,Laurasiatheria,Artiodactyla,Suina,Suidae,Sus,Sus scrofa,,,,,,,,,,,,,
turkey,cellular organisms,Eukaryota,Coelurosauria,Metazoa,Chordata,Craniata,Sarcopterygii,Aves,Galloanserae,Galliformes,,Phasianidae,Meleagris,Meleagris gallopavo,,,,,Meleagridinae,Neognathae,,,,,,,
Cerdocyon thous,cellular organisms,Eukaryota,Boreoeutheria,Metazoa,Chordata,Craniata,Sarcopterygii,Mammalia,Laurasiatheria,Carnivora,Caniformia,Canidae,Cerdocyon,Cerdocyon thous,,,,,,,,,,,,,
Nycteris thebaica,cellular organisms,Eukaryota,Boreoeutheria,Metazoa,Chordata,Craniata,Sarcopterygii,Mammalia,Laurasiatheria,Chiroptera,Yangochiroptera,Nycteridae,Nycteris,Nycteris thebaica,,,,,,,,,,,,,
Miniopterus mossambicus,cellular organisms,Eukaryota,Boreoeutheria,Metazoa,Chordata,Craniata,Sarcopterygii,Mammalia,Laurasiatheria,Chiroptera,Yangochiroptera,Miniopteridae,Miniopterus,Miniopterus mossambicus,,,,,,,,,,,,,
Eptesicus serotinus,cellular organisms,Eukaryota,Boreoeutheria,Metazoa,Chordata,Craniata,Sarcopterygii,Mammalia,Laurasiatheria,Chiroptera,Yangochiroptera,Vespertilionidae,Cnephaeus,Cnephaeus serotinus,,,,,,,,,,,,,
Myotis capaccinii,cellular organisms,Eukaryota,Boreoeutheria,Metazoa,Chordata,Craniata,Sarcopterygii,Mammalia,Laurasiatheria,Chiroptera,Yangochiroptera,Vespertilionidae,Myotis,Myotis capaccinii,,,,,,,,,,,,,
Barbastella barbastellus,cellular organisms,Eukaryota,Boreoeutheria,Metazoa,Chordata,Craniata,Sarcopterygii,Mammalia,Laurasiatheria,Chiroptera,Yangochiroptera,Vespertilionidae,Barbastella,Barbastella barbastellus,,,,,,,,,,,,,
Myotis myotis/blythii,cellular organisms,Eukaryota,Boreoeutheria,Metazoa,Chordata,Craniata,Sarcopterygii,Mammalia,Laurasiatheria,Chiroptera,Yangochiroptera,Vespertilionidae,Myotis,Myotis myotis/blythii,,,,,,,,,,,,,
Myotis emarginatus,cellular organisms,Eukaryota,Boreoeutheria,Metazoa,Chordata,Craniata,Sarcopterygii,Mammalia,Laurasiatheria,Chiroptera,Yangochiroptera,Vespertilionidae,Myotis,Myotis emarginatus,,,,,,,,,,,,,
commercial broiler chicken,cellular organisms,Eukaryota,Coelurosauria,Metazoa,Chordata,Craniata,Sarcopterygii,Aves,Galloanserae,Galliformes,,Phasianidae,Gallus,Gallus gallus,,,,,Phasianinae,Neognathae,,,,,,,
poultry,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lande geese,cellular organisms,Eukaryota,Coelurosauria,Metazoa,Chordata,Craniata,Sarcopterygii,Aves,Galloanserae,Anseriformes,,Anatidae,Anser,,,,,,Anserinae,Neognathae,,,,,,,
Gallus gallus domesticus,cellular organisms,Eukaryota,Coelurosauria,Metazoa,Chordata,Craniata,Sarcopterygii,Aves,Galloanserae,Galliformes,,Phasianidae,Gallus,Gallus gallus,,,,,Phasianinae,Neognathae,,,,,,,
Rhinolophus rouxii,cellular organisms,Eukaryota,Boreoeutheria,Metazoa,Chordata,Craniata,Sarcopterygii,Mammalia,Laurasiatheria,Chiroptera,Yinpterochiroptera,Rhinolophidae,Rhinolophus,Rhinolophus rouxii,,,,Rhinolophoidea,Rhinolophinae,,,,,,,,
Rhinolophus lepidus,cellular organisms,Eukaryota,Boreoeutheria,Metazoa,Chordata,Craniata,Sarcopterygii,Mammalia,Laurasiatheria,Chiroptera,Yinpterochiroptera,Rhinolophidae,Rhinolophus,Rhinolophus lepidus,,,,Rhinolophoidea,Rhinolophinae,,,,,,,,
