ID белка,Название семейства/белка,Описание предсказания,Источник предсказания,Вхождение из orf,ORF,id_prefix,coords,strand
MN035838_32,-,"Region of a membrane-bound protein predicted to be outside the membrane, in the cytoplasm.",Phobius,-,-,MN035838,5684-45,-
MN035838_32,-,"Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.",Phobius,-,-,MN035838,5684-45,-
MN035838_32,DNA/RNA polymerase superfamily,DNA/RNA polymerases,SUPERFAMILY,,1B,MN035838,5684-45,-
MN035838_32,-,Region of a membrane-bound protein predicted to be embedded in the membrane.,Phobius,-,-,MN035838,5684-45,-
MN035838_32,Reverse transcriptase/Diguanylate cyclase domain,-,Gene3D,-,-,MN035838,5684-45,-
MN035838_32,Viral coat protein subunit,-,Gene3D,-,-,MN035838,5684-45,-
MN035838_32,-,consensus disorder prediction,MobiDBLite,-,-,MN035838,5684-45,-
MN035838_32,-,consensus disorder prediction,MobiDBLite,-,-,MN035838,5684-45,-
MN035838_32,-,Region of a membrane-bound protein predicted to be embedded in the membrane.,Phobius,-,-,MN035838,5684-45,-
MN035838_32,"RNA-directed RNA polymerase, C-terminal domain",Viral RNA-dependent RNA polymerase,Pfam,,1B,MN035838,5684-45,-
MN035838_32,-,"Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.",Phobius,-,-,MN035838,5684-45,-
MN035838_32,-,"Region of a membrane-bound protein predicted to be outside the membrane, in the cytoplasm.",Phobius,-,-,MN035838,5684-45,-
MN035838_32,-,Region of a membrane-bound protein predicted to be embedded in the membrane.,Phobius,-,-,MN035838,5684-45,-
MN035838_22,-,"Region of a membrane-bound protein predicted to be outside the membrane, in the cytoplasm.",Phobius,-,-,MN035838,5617-5444,-
MN035838_22,-,"Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.",Phobius,-,-,MN035838,5617-5444,-
MN035838_22,-,Region of a membrane-bound protein predicted to be embedded in the membrane.,Phobius,-,-,MN035838,5617-5444,-
MN034849_8,-,"Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.",Phobius,-,-,MN034849,773-564,-
MN034849_8,-,Region of a membrane-bound protein predicted to be embedded in the membrane.,Phobius,-,-,MN034849,773-564,-
MN034849_8,-,Region of a membrane-bound protein predicted to be embedded in the membrane.,TMHMM,-,-,MN034849,773-564,-
MN034849_8,-,"Region of a membrane-bound protein predicted to be outside the membrane, in the cytoplasm.",Phobius,-,-,MN034849,773-564,-
MN035838_26,-,"Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.",Phobius,-,-,MN035838,2941-2744,-
MN035838_26,-,Region of a membrane-bound protein predicted to be embedded in the membrane.,Phobius,-,-,MN035838,2941-2744,-
MN035838_26,-,"Region of a membrane-bound protein predicted to be outside the membrane, in the cytoplasm.",Phobius,-,-,MN035838,2941-2744,-
MN035838_26,-,Region of a membrane-bound protein predicted to be embedded in the membrane.,TMHMM,-,-,MN035838,2941-2744,-
MN035574_4,-,SignalP-TM,SignalP_GRAM_POSITIVE,-,-,MN035574,629-787,+
MN035574_4,-,consensus disorder prediction,MobiDBLite,-,-,MN035574,629-787,+
MN035574_4,-,consensus disorder prediction,MobiDBLite,-,-,MN035574,629-787,+
MN035838_16,-,Region of a membrane-bound protein predicted to be embedded in the membrane.,Phobius,-,-,MN035838,3813-4097,+
MN035838_16,-,"Region of a membrane-bound protein predicted to be outside the membrane, in the cytoplasm.",Phobius,-,-,MN035838,3813-4097,+
MN035838_16,-,"Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.",Phobius,-,-,MN035838,3813-4097,+
MN035838_16,-,Region of a membrane-bound protein predicted to be embedded in the membrane.,TMHMM,-,-,MN035838,3813-4097,+
MN035838_16,-,Region of a membrane-bound protein predicted to be embedded in the membrane.,Phobius,-,-,MN035838,3813-4097,+
MN035838_16,-,"Region of a membrane-bound protein predicted to be outside the membrane, in the cytoplasm.",Phobius,-,-,MN035838,3813-4097,+
MN035838_16,-,Region of a membrane-bound protein predicted to be embedded in the membrane.,TMHMM,-,-,MN035838,3813-4097,+
MN034849_9,-,Positive stranded ssRNA viruses,SUPERFAMILY,,NotSpecific,MN034849,1686-1,-
MN034849_9,DNA/RNA polymerase superfamily,DNA/RNA polymerases,SUPERFAMILY,,1B,MN034849,1686-1,-
MN034849_9,"RNA-directed RNA polymerase, catalytic domain",RdRp of positive ssRNA viruses catalytic domain profile.,ProSiteProfiles,-,-,MN034849,1686-1,-
MN034849_9,-,consensus disorder prediction,MobiDBLite,-,-,MN034849,1686-1,-
MN034849_9,-,consensus disorder prediction,MobiDBLite,-,-,MN034849,1686-1,-
MN034849_9,-,consensus disorder prediction,MobiDBLite,-,-,MN034849,1686-1,-
MN034849_9,-,consensus disorder prediction,MobiDBLite,-,-,MN034849,1686-1,-
MN034849_9,Viral coat protein subunit,-,Gene3D,-,-,MN034849,1686-1,-
MN034849_9,"Icosahedral viral capsid protein, S domain",Viral coat protein (S domain),Pfam,,Picorna,MN034849,1686-1,-
MN034849_9,"RNA-directed RNA polymerase, C-terminal domain",Viral RNA-dependent RNA polymerase,Pfam,,1B,MN034849,1686-1,-
MN035369_5,-,SignalP-noTM,SignalP_EUK,-,-,MN035369,1234-1491,+
MN035574_10,-,Region of a membrane-bound protein predicted to be embedded in the membrane.,Phobius,-,-,MN035574,1174-1488,+
MN035574_10,-,"Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.",Phobius,-,-,MN035574,1174-1488,+
MN035574_10,-,Region of a membrane-bound protein predicted to be embedded in the membrane.,Phobius,-,-,MN035574,1174-1488,+
MN035574_10,-,"Region of a membrane-bound protein predicted to be outside the membrane, in the cytoplasm.",Phobius,-,-,MN035574,1174-1488,+
MN035574_10,-,"Region of a membrane-bound protein predicted to be outside the membrane, in the cytoplasm.",Phobius,-,-,MN035574,1174-1488,+
MN035574_12,-,Region of a membrane-bound protein predicted to be embedded in the membrane.,TMHMM,-,-,MN035574,998-828,-
MN036131_3,Reverse transcriptase/Diguanylate cyclase domain,-,Gene3D,-,-,MN036131,1927-281,-
MN036131_3,"RNA-directed RNA polymerase, catalytic domain",RdRp of positive ssRNA viruses catalytic domain profile.,ProSiteProfiles,-,-,MN036131,1927-281,-
MN036131_3,"RNA-directed RNA polymerase, C-terminal domain",Viral RNA-dependent RNA polymerase,Pfam,,1B,MN036131,1927-281,-
MN036131_3,DNA/RNA polymerase superfamily,DNA/RNA polymerases,SUPERFAMILY,,1B,MN036131,1927-281,-
MN035838_19,-,Hydrophobic region of a signal peptide.,Phobius,-,-,MN035838,4595-4759,+
MN035838_19,-,"Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.",Phobius,-,-,MN035838,4595-4759,+
MN035838_19,-,Signal peptide region,Phobius,-,-,MN035838,4595-4759,+
MN035838_19,-,N-terminal region of a signal peptide.,Phobius,-,-,MN035838,4595-4759,+
MN035838_19,-,C-terminal region of a signal peptide.,Phobius,-,-,MN035838,4595-4759,+
MN034422_12,DNA/RNA polymerase superfamily,DNA/RNA polymerases,SUPERFAMILY,,1B,MN034422,1781-561,-
MN034422_12,"RNA-directed RNA polymerase, C-terminal domain",Viral RNA-dependent RNA polymerase,Pfam,,1B,MN034422,1781-561,-
MN035893_4,"RNA-directed RNA polymerase, C-terminal domain",Viral RNA-dependent RNA polymerase,Pfam,,1B,MN035893,1-1419,+
MN035893_4,DNA/RNA polymerase superfamily,DNA/RNA polymerases,SUPERFAMILY,,1B,MN035893,1-1419,+
MN035574_8,-,consensus disorder prediction,MobiDBLite,-,-,MN035574,927-1196,+
MN035574_8,-,consensus disorder prediction,MobiDBLite,-,-,MN035574,927-1196,+
MN035574_8,-,consensus disorder prediction,MobiDBLite,-,-,MN035574,927-1196,+
MN035838_29,-,"Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.",Phobius,-,-,MN035838,1009-779,-
MN035838_29,-,Region of a membrane-bound protein predicted to be embedded in the membrane.,Phobius,-,-,MN035838,1009-779,-
MN035838_29,-,"Region of a membrane-bound protein predicted to be outside the membrane, in the cytoplasm.",Phobius,-,-,MN035838,1009-779,-
MN035838_29,-,"Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.",Phobius,-,-,MN035838,1009-779,-
MN035838_29,-,Region of a membrane-bound protein predicted to be embedded in the membrane.,Phobius,-,-,MN035838,1009-779,-
MN035893_7,-,consensus disorder prediction,MobiDBLite,-,-,MN035893,1106-810,-
MN035574_15,"RNA-directed RNA polymerase, C-terminal domain",Viral RNA-dependent RNA polymerase,Pfam,,1B,MN035574,1554-208,-
MN035574_15,DNA/RNA polymerase superfamily,DNA/RNA polymerases,SUPERFAMILY,,1B,MN035574,1554-208,-
MN035369_8,Reverse transcriptase/Diguanylate cyclase domain,-,Gene3D,-,-,MN035369,1683-1,-
MN035369_8,"RNA-directed RNA polymerase, C-terminal domain",Viral RNA-dependent RNA polymerase,Pfam,,1B,MN035369,1683-1,-
MN035369_8,DNA/RNA polymerase superfamily,DNA/RNA polymerases,SUPERFAMILY,,1B,MN035369,1683-1,-
MN035369_8,"RNA-directed RNA polymerase, catalytic domain",RdRp of positive ssRNA viruses catalytic domain profile.,ProSiteProfiles,-,-,MN035369,1683-1,-
MN036159_17,-,consensus disorder prediction,MobiDBLite,-,-,MN036159,401-69,-
MN035838_23,-,"Region of a membrane-bound protein predicted to be outside the membrane, in the cytoplasm.",Phobius,-,-,MN035838,4375-4199,-
MN035838_23,-,"Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.",Phobius,-,-,MN035838,4375-4199,-
MN035838_23,-,Region of a membrane-bound protein predicted to be embedded in the membrane.,Phobius,-,-,MN035838,4375-4199,-
MN035369_7,-,Region of a membrane-bound protein predicted to be embedded in the membrane.,TMHMM,-,-,MN035369,1487-1041,-
MN035369_7,-,Region of a membrane-bound protein predicted to be embedded in the membrane.,TMHMM,-,-,MN035369,1487-1041,-
MN035369_7,-,Region of a membrane-bound protein predicted to be embedded in the membrane.,Phobius,-,-,MN035369,1487-1041,-
MN035369_7,-,"Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.",Phobius,-,-,MN035369,1487-1041,-
MN035369_7,-,"Region of a membrane-bound protein predicted to be outside the membrane, in the cytoplasm.",Phobius,-,-,MN035369,1487-1041,-
MN035369_7,-,"Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.",Phobius,-,-,MN035369,1487-1041,-
MN035369_7,-,Region of a membrane-bound protein predicted to be embedded in the membrane.,Phobius,-,-,MN035369,1487-1041,-
MN035369_7,-,"Region of a membrane-bound protein predicted to be outside the membrane, in the cytoplasm.",Phobius,-,-,MN035369,1487-1041,-
MN035369_7,-,Region of a membrane-bound protein predicted to be embedded in the membrane.,Phobius,-,-,MN035369,1487-1041,-
MN035369_7,-,Region of a membrane-bound protein predicted to be embedded in the membrane.,TMHMM,-,-,MN035369,1487-1041,-
MN035838_8,-,Region of a membrane-bound protein predicted to be embedded in the membrane.,Phobius,-,-,MN035838,1732-1926,+
MN035838_8,-,"Region of a membrane-bound protein predicted to be outside the membrane, in the cytoplasm.",Phobius,-,-,MN035838,1732-1926,+
MN035838_8,-,Region of a membrane-bound protein predicted to be embedded in the membrane.,TMHMM,-,-,MN035838,1732-1926,+
MN035838_8,-,"Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.",Phobius,-,-,MN035838,1732-1926,+
MN035574_5,-,consensus disorder prediction,MobiDBLite,-,-,MN035574,672-884,+
MN035574_5,-,consensus disorder prediction,MobiDBLite,-,-,MN035574,672-884,+
MN034422_7,-,consensus disorder prediction,MobiDBLite,-,-,MN034422,916-1146,+
MN034422_7,-,consensus disorder prediction,MobiDBLite,-,-,MN034422,916-1146,+
MN034422_7,-,consensus disorder prediction,MobiDBLite,-,-,MN034422,916-1146,+
MN034422_7,-,consensus disorder prediction,MobiDBLite,-,-,MN034422,916-1146,+
MN035838_27,-,"Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.",Phobius,-,-,MN035838,1642-1481,-
MN035838_27,-,Signal peptide region,Phobius,-,-,MN035838,1642-1481,-
MN035838_27,-,C-terminal region of a signal peptide.,Phobius,-,-,MN035838,1642-1481,-
MN035838_27,-,Hydrophobic region of a signal peptide.,Phobius,-,-,MN035838,1642-1481,-
MN035838_27,-,N-terminal region of a signal peptide.,Phobius,-,-,MN035838,1642-1481,-
MN034849_4,-,C-terminal region of a signal peptide.,Phobius,-,-,MN034849,518-670,+
MN034849_4,-,N-terminal region of a signal peptide.,Phobius,-,-,MN034849,518-670,+
MN034849_4,-,Hydrophobic region of a signal peptide.,Phobius,-,-,MN034849,518-670,+
MN034849_4,-,"Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.",Phobius,-,-,MN034849,518-670,+
MN034849_4,-,Signal peptide region,Phobius,-,-,MN034849,518-670,+
MN034849_4,-,Region of a membrane-bound protein predicted to be embedded in the membrane.,TMHMM,-,-,MN034849,518-670,+
MN035574_16,-,consensus disorder prediction,MobiDBLite,-,-,MN035574,245-3,-
MN035893_2,-,"Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.",Phobius,-,-,MN035893,554-748,+
MN035893_2,-,"Region of a membrane-bound protein predicted to be outside the membrane, in the cytoplasm.",Phobius,-,-,MN035893,554-748,+
MN035893_2,-,Region of a membrane-bound protein predicted to be embedded in the membrane.,Phobius,-,-,MN035893,554-748,+
MN035893_2,-,Region of a membrane-bound protein predicted to be embedded in the membrane.,TMHMM,-,-,MN035893,554-748,+
MN035893_2,-,consensus disorder prediction,MobiDBLite,-,-,MN035893,554-748,+
MN035893_2,-,consensus disorder prediction,MobiDBLite,-,-,MN035893,554-748,+
MN035369_6,-,C-terminal region of a signal peptide.,Phobius,-,-,MN035369,1430-1651,+
MN035369_6,-,Hydrophobic region of a signal peptide.,Phobius,-,-,MN035369,1430-1651,+
MN035369_6,-,Signal peptide region,Phobius,-,-,MN035369,1430-1651,+
MN035369_6,-,N-terminal region of a signal peptide.,Phobius,-,-,MN035369,1430-1651,+
MN035369_6,-,"Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.",Phobius,-,-,MN035369,1430-1651,+
MN035893_1,-,"Region of a membrane-bound protein predicted to be outside the membrane, in the cytoplasm.",Phobius,-,-,MN035893,17-169,+
MN035893_1,-,Region of a membrane-bound protein predicted to be embedded in the membrane.,TMHMM,-,-,MN035893,17-169,+
MN035893_1,-,"Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.",Phobius,-,-,MN035893,17-169,+
MN035893_1,-,Region of a membrane-bound protein predicted to be embedded in the membrane.,Phobius,-,-,MN035893,17-169,+
MN034422_1,-,"Region of a membrane-bound protein predicted to be outside the membrane, in the cytoplasm.",Phobius,-,-,MN034422,3-206,+
MN034422_1,-,"Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.",Phobius,-,-,MN034422,3-206,+
MN034422_1,-,Region of a membrane-bound protein predicted to be embedded in the membrane.,Phobius,-,-,MN034422,3-206,+
MN034422_13,-,"Region of a membrane-bound protein predicted to be outside the membrane, in the cytoplasm.",Phobius,-,-,MN034422,642-394,-
MN034422_13,-,Region of a membrane-bound protein predicted to be embedded in the membrane.,TMHMM,-,-,MN034422,642-394,-
MN034422_13,-,Region of a membrane-bound protein predicted to be embedded in the membrane.,Phobius,-,-,MN034422,642-394,-
MN034422_13,-,Region of a membrane-bound protein predicted to be embedded in the membrane.,Phobius,-,-,MN034422,642-394,-
MN034422_13,-,"Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.",Phobius,-,-,MN034422,642-394,-
MN034422_13,-,"Region of a membrane-bound protein predicted to be outside the membrane, in the cytoplasm.",Phobius,-,-,MN034422,642-394,-
MN034422_13,-,Region of a membrane-bound protein predicted to be embedded in the membrane.,TMHMM,-,-,MN034422,642-394,-
MN035838_6,-,"Region of a membrane-bound protein predicted to be outside the membrane, in the cytoplasm.",Phobius,-,-,MN035838,1099-1356,+
MN035838_6,-,Region of a membrane-bound protein predicted to be embedded in the membrane.,Phobius,-,-,MN035838,1099-1356,+
MN035838_6,-,Region of a membrane-bound protein predicted to be embedded in the membrane.,Phobius,-,-,MN035838,1099-1356,+
MN035838_6,-,"Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.",Phobius,-,-,MN035838,1099-1356,+
MN035838_6,-,"Region of a membrane-bound protein predicted to be outside the membrane, in the cytoplasm.",Phobius,-,-,MN035838,1099-1356,+
MN035838_6,-,Region of a membrane-bound protein predicted to be embedded in the membrane.,TMHMM,-,-,MN035838,1099-1356,+
MN035838_6,-,Region of a membrane-bound protein predicted to be embedded in the membrane.,TMHMM,-,-,MN035838,1099-1356,+
MN032977_37,-,Region of a membrane-bound protein predicted to be embedded in the membrane.,TMHMM,-,-,MN032977,5002-4655,-
MN032977_37,-,"Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.",Phobius,-,-,MN032977,5002-4655,-
MN032977_37,-,"Region of a membrane-bound protein predicted to be outside the membrane, in the cytoplasm.",Phobius,-,-,MN032977,5002-4655,-
MN032977_37,-,Region of a membrane-bound protein predicted to be embedded in the membrane.,Phobius,-,-,MN032977,5002-4655,-
MN033907_5,-,consensus disorder prediction,MobiDBLite,-,-,MN033907,571-347,-
MN033907_5,-,consensus disorder prediction,MobiDBLite,-,-,MN033907,571-347,-
MN032977_36,-,"Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.",Phobius,-,-,MN032977,5305-5147,-
MN032977_36,-,Region of a membrane-bound protein predicted to be embedded in the membrane.,Phobius,-,-,MN032977,5305-5147,-
MN032977_36,-,"Region of a membrane-bound protein predicted to be outside the membrane, in the cytoplasm.",Phobius,-,-,MN032977,5305-5147,-
MN032977_36,-,Region of a membrane-bound protein predicted to be embedded in the membrane.,TMHMM,-,-,MN032977,5305-5147,-
MN032977_23,-,"Region of a membrane-bound protein predicted to be outside the membrane, in the cytoplasm.",Phobius,-,-,MN032977,3876-4652,+
MN032977_23,-,"Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.",Phobius,-,-,MN032977,3876-4652,+
MN032977_23,-,"Region of a membrane-bound protein predicted to be outside the membrane, in the cytoplasm.",Phobius,-,-,MN032977,3876-4652,+
MN032977_23,-,Region of a membrane-bound protein predicted to be embedded in the membrane.,TMHMM,-,-,MN032977,3876-4652,+
MN032977_23,-,"Region of a membrane-bound protein predicted to be outside the membrane, in the cytoplasm.",Phobius,-,-,MN032977,3876-4652,+
MN032977_23,-,Region of a membrane-bound protein predicted to be embedded in the membrane.,Phobius,-,-,MN032977,3876-4652,+
MN032977_23,-,Region of a membrane-bound protein predicted to be embedded in the membrane.,Phobius,-,-,MN032977,3876-4652,+
MN032977_23,-,Region of a membrane-bound protein predicted to be embedded in the membrane.,TMHMM,-,-,MN032977,3876-4652,+
MN032977_23,-,Region of a membrane-bound protein predicted to be embedded in the membrane.,TMHMM,-,-,MN032977,3876-4652,+
MN032977_23,-,Region of a membrane-bound protein predicted to be embedded in the membrane.,Phobius,-,-,MN032977,3876-4652,+
MN032977_23,-,"Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.",Phobius,-,-,MN032977,3876-4652,+
MN032977_23,-,Region of a membrane-bound protein predicted to be embedded in the membrane.,Phobius,-,-,MN032977,3876-4652,+
MN032977_23,-,Region of a membrane-bound protein predicted to be embedded in the membrane.,TMHMM,-,-,MN032977,3876-4652,+
MN032977_38,-,Region of a membrane-bound protein predicted to be embedded in the membrane.,TMHMM,-,-,MN032977,4627-4307,-
MN032977_38,-,Region of a membrane-bound protein predicted to be embedded in the membrane.,Phobius,-,-,MN032977,4627-4307,-
MN032977_38,-,Region of a membrane-bound protein predicted to be embedded in the membrane.,Phobius,-,-,MN032977,4627-4307,-
MN032977_38,-,"Region of a membrane-bound protein predicted to be outside the membrane, in the cytoplasm.",Phobius,-,-,MN032977,4627-4307,-
MN032977_38,-,Region of a membrane-bound protein predicted to be embedded in the membrane.,TMHMM,-,-,MN032977,4627-4307,-
MN032977_38,-,"Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.",Phobius,-,-,MN032977,4627-4307,-
MN032977_38,-,"Region of a membrane-bound protein predicted to be outside the membrane, in the cytoplasm.",Phobius,-,-,MN032977,4627-4307,-
MN033177_1,-,Region of a membrane-bound protein predicted to be embedded in the membrane.,TMHMM,-,-,MN033177,29-202,+
MN033177_1,-,"Region of a membrane-bound protein predicted to be outside the membrane, in the cytoplasm.",Phobius,-,-,MN033177,29-202,+
MN033177_1,-,Region of a membrane-bound protein predicted to be embedded in the membrane.,TMHMM,-,-,MN033177,29-202,+
MN033177_1,-,Region of a membrane-bound protein predicted to be embedded in the membrane.,Phobius,-,-,MN033177,29-202,+
MN033177_1,-,Region of a membrane-bound protein predicted to be embedded in the membrane.,Phobius,-,-,MN033177,29-202,+
MN033177_1,-,"Region of a membrane-bound protein predicted to be outside the membrane, in the cytoplasm.",Phobius,-,-,MN033177,29-202,+
MN033177_1,-,"Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.",Phobius,-,-,MN033177,29-202,+
MN032977_8,-,consensus disorder prediction,MobiDBLite,-,-,MN032977,1385-1594,+
MN032977_8,-,consensus disorder prediction,MobiDBLite,-,-,MN032977,1385-1594,+
MN032977_41,-,"Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.",Phobius,-,-,MN032977,4087-3875,-
MN032977_41,-,SignalP-noTM,SignalP_GRAM_NEGATIVE,-,-,MN032977,4087-3875,-
MN032977_41,-,SignalP-TM,SignalP_GRAM_POSITIVE,-,-,MN032977,4087-3875,-
MN032977_41,-,Hydrophobic region of a signal peptide.,Phobius,-,-,MN032977,4087-3875,-
MN032977_41,-,C-terminal region of a signal peptide.,Phobius,-,-,MN032977,4087-3875,-
MN032977_41,-,Signal peptide region,Phobius,-,-,MN032977,4087-3875,-
MN032977_41,-,N-terminal region of a signal peptide.,Phobius,-,-,MN032977,4087-3875,-
MN032977_41,-,consensus disorder prediction,MobiDBLite,-,-,MN032977,4087-3875,-
MN033177_9,-,Region of a membrane-bound protein predicted to be embedded in the membrane.,Phobius,-,-,MN033177,2529-2380,-
MN033177_9,-,"Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.",Phobius,-,-,MN033177,2529-2380,-
MN033177_9,-,Region of a membrane-bound protein predicted to be embedded in the membrane.,TMHMM,-,-,MN033177,2529-2380,-
MN033177_9,-,"Region of a membrane-bound protein predicted to be outside the membrane, in the cytoplasm.",Phobius,-,-,MN033177,2529-2380,-
MN032977_15,-,consensus disorder prediction,MobiDBLite,-,-,MN032977,2932-3087,+
MN032977_50,-,N-terminal region of a signal peptide.,Phobius,-,-,MN032977,1780-1478,-
MN032977_50,-,C-terminal region of a signal peptide.,Phobius,-,-,MN032977,1780-1478,-
MN032977_50,-,consensus disorder prediction,MobiDBLite,-,-,MN032977,1780-1478,-
MN032977_50,-,SignalP-noTM,SignalP_EUK,-,-,MN032977,1780-1478,-
MN032977_50,-,"Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.",Phobius,-,-,MN032977,1780-1478,-
MN032977_50,-,Hydrophobic region of a signal peptide.,Phobius,-,-,MN032977,1780-1478,-
MN032977_50,-,Signal peptide region,Phobius,-,-,MN032977,1780-1478,-
MN032977_14,-,consensus disorder prediction,MobiDBLite,-,-,MN032977,2838-3044,+
MN033177_11,-,Region of a membrane-bound protein predicted to be embedded in the membrane.,TMHMM,-,-,MN033177,1689-1462,-
MN032977_52,-,consensus disorder prediction,MobiDBLite,-,-,MN032977,1393-1244,-
MN032977_52,-,consensus disorder prediction,MobiDBLite,-,-,MN032977,1393-1244,-
MN033141_7,-,SignalP-TM,SignalP_GRAM_POSITIVE,-,-,MN033141,419-243,-
MN032977_39,-,SignalP-TM,SignalP_GRAM_POSITIVE,-,-,MN032977,4303-4100,-
MN032977_39,-,"Region of a membrane-bound protein predicted to be outside the membrane, in the cytoplasm.",Phobius,-,-,MN032977,4303-4100,-
MN032977_39,-,Region of a membrane-bound protein predicted to be embedded in the membrane.,Phobius,-,-,MN032977,4303-4100,-
MN032977_39,-,Region of a membrane-bound protein predicted to be embedded in the membrane.,TMHMM,-,-,MN032977,4303-4100,-
MN032977_39,-,Region of a membrane-bound protein predicted to be embedded in the membrane.,Phobius,-,-,MN032977,4303-4100,-
MN032977_39,-,"Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.",Phobius,-,-,MN032977,4303-4100,-
MN032977_39,-,"Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.",Phobius,-,-,MN032977,4303-4100,-
MN032977_46,-,"Region of a membrane-bound protein predicted to be outside the membrane, in the cytoplasm.",Phobius,-,-,MN032977,2446-2255,-
MN032977_46,-,Region of a membrane-bound protein predicted to be embedded in the membrane.,Phobius,-,-,MN032977,2446-2255,-
MN032977_46,-,"Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.",Phobius,-,-,MN032977,2446-2255,-
MN032977_46,-,Region of a membrane-bound protein predicted to be embedded in the membrane.,TMHMM,-,-,MN032977,2446-2255,-
MN033141_3,Reverse transcriptase/Diguanylate cyclase domain,-,Gene3D,-,-,MN033141,1-1179,+
MN033141_3,"RNA-directed RNA polymerase, catalytic domain",RdRp of positive ssRNA viruses catalytic domain profile.,ProSiteProfiles,-,-,MN033141,1-1179,+
MN033141_3,-,consensus disorder prediction,MobiDBLite,-,-,MN033141,1-1179,+
MN033141_3,"RNA-directed RNA polymerase, C-terminal domain",Viral RNA-dependent RNA polymerase,Pfam,,1B,MN033141,1-1179,+
MN033141_3,DNA/RNA polymerase superfamily,DNA/RNA polymerases,SUPERFAMILY,,1B,MN033141,1-1179,+
MN033591_3,-,"Region of a membrane-bound protein predicted to be outside the membrane, in the cytoplasm.",Phobius,-,-,MN033591,1132-935,-
MN033591_3,-,"Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.",Phobius,-,-,MN033591,1132-935,-
MN033591_3,-,Region of a membrane-bound protein predicted to be embedded in the membrane.,TMHMM,-,-,MN033591,1132-935,-
MN033591_3,-,Region of a membrane-bound protein predicted to be embedded in the membrane.,Phobius,-,-,MN033591,1132-935,-
MN033177_10,-,consensus disorder prediction,MobiDBLite,-,-,MN033177,2150-1935,-
MN033177_10,-,consensus disorder prediction,MobiDBLite,-,-,MN033177,2150-1935,-
MN033177_10,-,Region of a membrane-bound protein predicted to be embedded in the membrane.,Phobius,-,-,MN033177,2150-1935,-
MN033177_10,-,"Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.",Phobius,-,-,MN033177,2150-1935,-
MN033177_10,-,"Region of a membrane-bound protein predicted to be outside the membrane, in the cytoplasm.",Phobius,-,-,MN033177,2150-1935,-
MN032977_29,-,consensus disorder prediction,MobiDBLite,-,-,MN032977,6231-6401,+
MN032977_29,-,consensus disorder prediction,MobiDBLite,-,-,MN032977,6231-6401,+
MN032977_29,-,consensus disorder prediction,MobiDBLite,-,-,MN032977,6231-6401,+
MN032977_29,-,consensus disorder prediction,MobiDBLite,-,-,MN032977,6231-6401,+
MN033907_3,-,Region of a membrane-bound protein predicted to be embedded in the membrane.,Phobius,-,-,MN033907,955-1314,+
MN033907_3,-,"Region of a membrane-bound protein predicted to be outside the membrane, in the cytoplasm.",Phobius,-,-,MN033907,955-1314,+
MN033907_3,-,"Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.",Phobius,-,-,MN033907,955-1314,+
MN033907_3,-,Region of a membrane-bound protein predicted to be embedded in the membrane.,TMHMM,-,-,MN033907,955-1314,+
MN033591_1,-,Region of a membrane-bound protein predicted to be embedded in the membrane.,Phobius,-,-,MN033591,3-1316,+
